N,P,K,temperature,humidity,ph,rainfall,label
36,64,56,22.63,57.42,6.36,161.81,kidneybeans
19,64,53,23.81,60.85,5.88,107.67,kidneybeans
18,62,53,26.85,56.39,5.71,119.53,kidneybeans
29,63,56,24.78,61.81,6.01,152.68,kidneybeans
28,62,49,24.16,57.14,6.14,155.17,kidneybeans
23,59,59,24.32,59.8,5.31,113.66,kidneybeans
16,66,60,24.34,60.77,6.32,165.39,kidneybeans
19,62,53,27.03,58.91,6.21,122.45,kidneybeans
35,60,47,24.93,58.45,5.86,143.79,kidneybeans
27,60,60,25.12,58.49,5.58,117.37,kidneybeans
34,63,61,26.46,61.3,5.88,125.72,kidneybeans
33,57,59,25.34,55.41,5.94,129.88,kidneybeans
19,57,62,23.93,58.9,6.34,152.79,kidneybeans
33,57,58,26.82,55.45,6.15,105.54,kidneybeans
23,56,51,25.04,59.63,6.47,105.7,kidneybeans
21,65,62,25.64,56.3,6.4,130.8,kidneybeans
17,62,54,26.13,56.72,5.59,133.89,kidneybeans
25,59,49,27.52,59.61,6.16,100.23,kidneybeans
18,63,62,26.38,61.8,6.37,107.71,kidneybeans
25,62,60,24.91,59.67,6.38,126.59,kidneybeans
30,62,61,22.71,61.78,6.19,171.26,kidneybeans
37,55,55,23.96,55.65,6.32,156.34,kidneybeans
27,55,60,22.09,59.81,5.65,135.88,kidneybeans
17,59,55,27.78,55.42,6.01,107.84,kidneybeans
32,56,59,23.85,55.94,6.48,151.98,kidneybeans
17,55,53,24.31,58.02,6.43,132.56,kidneybeans
19,64,54,25.14,55.46,5.66,120.47,kidneybeans
35,59,62,26.44,57.76,6.03,125.44,kidneybeans
23,67,56,26.87,57.31,6.18,119.97,kidneybeans
26,59,47,22.18,57.63,6.03,125.25,kidneybeans
35,63,61,23.54,60.42,6.19,128.59,kidneybeans
20,67,60,22.04,57.16,5.66,148.69,kidneybeans
35,55,59,23.22,55.02,6.28,128.41,kidneybeans
27,64,57,25.29,60.5,5.5,106.56,kidneybeans
29,57,55,24.97,58.79,6.38,119.9,kidneybeans
17,65,49,27.23,60.54,5.83,103.84,kidneybeans
19,56,48,25.26,59.09,5.36,157.41,kidneybeans
32,57,47,26.53,61.24,6.06,101.62,kidneybeans
29,56,51,24.11,57.18,5.4,118.58,kidneybeans
28,62,48,22.69,57.35,5.84,100.99,kidneybeans
37,57,51,23.68,56.06,6.36,129.75,kidneybeans
31,59,54,27.91,56.25,5.42,109.22,kidneybeans
18,58,49,27.28,59.19,6.14,124.25,kidneybeans
23,58,56,23.68,61.3,6.13,148.04,kidneybeans
27,60,48,25.3,56.5,5.71,130.71,kidneybeans
34,60,56,22.12,55.19,6.02,102.89,kidneybeans
27,61,57,24.49,61.17,5.78,166.38,kidneybeans
21,57,49,23.16,56.91,6.45,117.65,kidneybeans
16,58,48,23.03,55.93,6.25,126.01,kidneybeans
32,57,62,23.71,55.69,5.94,108.32,kidneybeans
25,56,58,22.47,58.7,5.39,169.0,kidneybeans
33,63,62,24.37,56.21,5.51,110.09,kidneybeans
24,61,49,22.54,56.35,5.82,135.55,kidneybeans
37,62,52,24.14,55.08,5.87,149.5,kidneybeans
20,55,60,23.86,59.16,5.48,168.63,kidneybeans
22,62,62,27.02,59.82,5.26,163.68,kidneybeans
26,67,53,22.45,56.02,5.87,138.73,kidneybeans
29,67,61,22.41,56.26,5.73,146.65,kidneybeans
23,67,56,27.07,57.94,5.99,122.82,kidneybeans
19,59,61,26.92,55.26,6.16,166.08,kidneybeans
35,56,49,24.99,60.03,5.48,149.84,kidneybeans
22,55,61,25.36,55.13,5.46,132.8,kidneybeans
17,66,60,23.77,56.81,6.22,160.68,kidneybeans
18,58,52,26.43,60.73,5.9,134.02,kidneybeans
28,62,47,23.92,60.5,5.96,112.71,kidneybeans
25,59,55,27.21,60.33,6.42,173.39,kidneybeans
26,57,54,24.56,59.16,6.03,170.64,kidneybeans
31,59,47,23.36,56.84,6.23,157.72,kidneybeans
17,66,54,27.07,57.75,6.42,159.59,kidneybeans
34,59,62,24.88,55.01,5.25,133.33,kidneybeans
22,61,50,25.41,58.41,5.62,108.61,kidneybeans
16,62,61,25.48,59.65,6.48,139.06,kidneybeans
31,65,57,25.14,57.26,5.29,119.14,kidneybeans
24,58,53,27.77,60.0,5.5,105.02,kidneybeans
28,55,56,25.0,55.0,5.82,147.1,kidneybeans
32,61,62,25.75,55.87,6.04,104.8,kidneybeans
26,57,61,25.15,55.23,6.09,106.61,kidneybeans
32,61,51,26.64,55.13,6.03,170.15,kidneybeans
36,60,57,25.29,57.06,5.84,170.03,kidneybeans
37,62,59,22.35,60.67,6.02,142.0,kidneybeans
31,59,54,25.25,61.53,5.95,164.22,kidneybeans
17,63,48,27.83,55.39,5.62,163.27,kidneybeans
24,62,48,26.88,61.65,5.82,161.64,kidneybeans
30,57,55,22.83,59.17,5.88,116.95,kidneybeans
21,59,49,26.0,60.16,6.27,147.35,kidneybeans
29,55,58,23.98,55.19,5.37,108.17,kidneybeans
31,64,60,26.13,57.93,5.73,108.58,kidneybeans
35,66,59,27.54,56.78,5.46,149.63,kidneybeans
34,64,47,25.47,60.8,5.76,136.56,kidneybeans
34,62,50,23.12,56.11,5.22,116.89,kidneybeans
34,59,56,24.85,58.96,6.29,127.82,kidneybeans
23,57,56,26.56,57.86,5.38,168.49,kidneybeans
16,56,57,22.85,57.79,6.42,136.09,kidneybeans
17,58,62,23.85,55.53,5.71,151.56,kidneybeans
34,63,47,24.83,58.39,6.35,142.67,kidneybeans
29,58,58,23.67,60.55,5.27,168.47,kidneybeans
18,61,60,25.47,56.22,5.75,166.89,kidneybeans
32,66,59,23.37,60.29,6.47,128.59,kidneybeans
21,61,53,24.46,60.13,5.24,112.37,kidneybeans
32,62,59,27.46,58.44,5.49,144.29,kidneybeans
36,59,53,23.62,58.32,5.28,144.93,kidneybeans
31,61,54,25.65,61.22,6.14,157.51,kidneybeans
18,62,49,25.52,58.71,5.69,168.99,kidneybeans
36,61,54,22.63,60.97,6.18,132.19,kidneybeans
20,65,51,23.78,60.03,6.0,106.59,kidneybeans
28,67,56,23.82,60.8,5.54,174.63,kidneybeans
32,66,51,22.34,57.35,5.98,112.44,kidneybeans
23,59,49,27.29,59.23,6.17,147.23,kidneybeans
16,59,47,22.32,61.93,5.79,138.47,kidneybeans
35,66,55,26.25,58.69,5.76,159.89,kidneybeans
36,65,50,22.77,58.55,5.86,146.24,kidneybeans
31,63,57,27.98,56.06,6.42,172.76,kidneybeans
37,62,55,24.13,60.99,5.45,144.7,kidneybeans
29,61,48,26.23,55.16,5.47,159.06,kidneybeans
33,66,60,23.61,55.47,5.58,158.86,kidneybeans
31,55,50,25.08,60.73,6.18,113.38,kidneybeans
29,62,57,26.34,55.28,5.8,119.91,kidneybeans
29,65,48,26.54,55.1,5.93,130.71,kidneybeans
34,66,58,25.27,58.85,6.34,172.33,kidneybeans
29,56,48,25.05,57.1,5.83,119.96,kidneybeans
28,58,47,26.7,55.63,6.26,121.26,kidneybeans
35,66,59,23.21,61.54,6.0,131.86,kidneybeans
28,55,60,22.24,57.2,5.22,132.13,kidneybeans
18,61,62,25.32,59.1,5.73,165.92,kidneybeans
17,60,53,24.43,59.28,5.53,146.71,kidneybeans
35,66,57,24.22,58.29,5.68,148.44,kidneybeans
29,60,49,26.84,59.81,6.12,145.28,kidneybeans
28,65,51,24.7,59.4,5.92,150.46,kidneybeans
36,55,50,22.31,61.7,5.78,129.51,kidneybeans
16,65,60,23.97,56.46,6.33,121.01,kidneybeans
25,65,47,24.52,59.55,6.43,171.0,kidneybeans
20,55,54,24.59,60.84,6.31,111.18,kidneybeans
31,55,57,26.27,59.36,6.4,162.65,kidneybeans
28,59,48,22.18,56.16,6.29,116.77,kidneybeans
34,56,50,23.73,55.8,5.23,125.43,kidneybeans
18,61,49,26.92,61.23,6.04,159.71,kidneybeans
26,65,53,27.14,57.23,6.12,158.45,kidneybeans
35,56,49,24.98,61.32,5.93,159.93,kidneybeans
30,58,51,27.22,56.0,6.39,100.54,kidneybeans
33,59,53,27.62,59.63,5.47,112.81,kidneybeans
28,60,48,23.5,60.2,6.24,110.71,kidneybeans
27,63,62,26.86,61.6,6.36,158.66,kidneybeans
4,51,34,24.68,20.91,7.55,73.9,chickpea
2,48,30,27.12,23.46,7.74,88.8,chickpea
8,48,34,22.26,17.45,6.91,70.73,chickpea
12,50,39,23.07,14.97,7.33,66.97,chickpea
5,43,32,24.01,22.07,7.46,48.23,chickpea
11,47,28,26.11,22.05,7.31,93.02,chickpea
9,50,36,22.38,15.45,6.93,52.52,chickpea
8,50,31,26.79,21.67,7.08,70.35,chickpea
5,50,31,25.43,20.95,7.07,80.56,chickpea
8,47,36,23.0,23.79,7.48,56.93,chickpea
9,49,36,25.37,14.91,7.36,59.7,chickpea
11,43,37,23.9,18.7,7.48,65.6,chickpea
12,42,31,26.79,17.43,7.44,76.13,chickpea
6,43,36,26.98,21.29,7.38,81.88,chickpea
10,50,29,26.88,19.72,7.12,61.23,chickpea
6,42,37,26.63,18.15,7.4,90.72,chickpea
5,48,39,24.22,22.04,7.77,83.67,chickpea
6,44,32,25.08,18.67,7.5,62.37,chickpea
2,50,39,23.68,14.99,7.42,80.35,chickpea
3,45,37,25.67,15.7,7.54,82.68,chickpea
4,46,30,24.7,17.67,7.94,75.45,chickpea
6,49,36,25.55,18.54,7.32,61.54,chickpea
10,50,37,25.96,14.48,7.1,88.2,chickpea
9,48,39,25.57,17.79,7.35,74.62,chickpea
3,45,28,25.04,22.8,7.19,46.36,chickpea
2,43,34,23.84,22.62,7.76,51.33,chickpea
12,50,36,26.59,14.17,7.74,55.78,chickpea
10,49,30,24.33,16.42,7.52,75.38,chickpea
8,47,33,25.18,18.83,7.96,60.17,chickpea
8,50,36,27.41,23.96,7.77,55.06,chickpea
12,42,28,23.16,23.12,7.59,67.04,chickpea
12,46,28,26.55,18.13,7.87,61.67,chickpea
10,44,37,25.97,17.81,7.54,61.64,chickpea
9,49,28,24.66,20.15,7.56,97.32,chickpea
4,50,30,24.46,22.88,7.55,92.6,chickpea
3,51,33,22.2,14.2,7.8,60.24,chickpea
7,49,39,26.82,16.29,7.49,76.87,chickpea
3,45,39,27.7,21.28,7.69,78.89,chickpea
13,47,36,27.49,17.39,7.39,80.31,chickpea
5,42,39,27.74,15.1,7.09,73.12,chickpea
10,51,33,24.14,21.64,7.3,82.09,chickpea
12,51,29,24.01,20.1,6.83,95.11,chickpea
13,51,36,27.79,18.84,7.65,60.69,chickpea
8,51,39,22.74,23.47,7.33,91.14,chickpea
8,47,30,25.79,23.32,7.86,93.5,chickpea
4,45,35,26.97,19.11,7.73,83.65,chickpea
10,50,29,22.14,19.86,7.14,77.38,chickpea
12,42,28,23.53,14.61,7.83,46.49,chickpea
3,45,29,26.26,21.64,7.86,63.31,chickpea
6,42,32,22.17,23.79,7.85,65.77,chickpea
13,43,36,25.73,22.47,7.37,50.77,chickpea
7,51,29,25.23,17.27,7.94,80.38,chickpea
8,50,28,24.07,15.29,7.51,48.45,chickpea
11,48,37,26.79,14.74,7.4,99.13,chickpea
6,48,32,24.27,18.85,7.33,81.31,chickpea
2,51,31,27.33,23.1,7.31,86.19,chickpea
6,50,29,24.15,16.89,7.96,98.86,chickpea
5,49,29,27.77,23.8,7.72,67.64,chickpea
13,49,34,27.39,18.11,7.31,88.24,chickpea
11,42,33,23.05,22.06,6.94,90.2,chickpea
2,43,30,25.54,21.09,7.31,81.87,chickpea
5,47,38,24.89,16.11,7.08,50.22,chickpea
4,50,28,24.14,21.52,7.84,47.98,chickpea
8,42,36,24.83,17.06,7.9,72.72,chickpea
11,51,32,26.1,21.05,7.15,57.71,chickpea
3,43,30,22.26,21.89,7.75,52.06,chickpea
8,48,35,23.63,16.47,7.34,57.82,chickpea
4,47,39,23.51,15.6,7.36,49.04,chickpea
11,47,38,26.27,17.13,7.57,88.68,chickpea
7,50,38,23.93,23.39,7.98,65.9,chickpea
10,46,33,27.95,18.1,7.38,53.09,chickpea
4,49,32,26.91,19.62,7.11,62.98,chickpea
9,45,36,27.02,19.96,7.8,46.37,chickpea
12,44,33,25.51,20.36,7.29,68.88,chickpea
13,51,38,22.42,22.37,7.53,79.74,chickpea
11,42,28,24.02,15.78,7.46,58.39,chickpea
10,51,30,23.99,21.22,7.25,75.85,chickpea
12,45,28,27.07,14.77,6.87,90.39,chickpea
6,45,29,25.09,23.33,7.01,67.84,chickpea
9,43,37,25.07,16.29,7.13,93.14,chickpea
13,45,28,22.9,14.33,7.9,75.08,chickpea
3,45,32,26.07,20.82,6.89,55.6,chickpea
8,45,32,24.41,16.85,6.85,61.42,chickpea
8,51,38,25.17,22.0,7.51,49.44,chickpea
7,42,37,27.34,18.19,7.91,58.98,chickpea
10,49,39,27.7,18.27,7.9,69.26,chickpea
2,42,30,23.88,15.47,6.81,68.16,chickpea
6,45,29,24.43,20.46,7.02,82.63,chickpea
5,47,32,25.26,15.77,6.92,54.45,chickpea
8,51,34,23.25,17.21,7.1,50.61,chickpea
4,42,39,25.46,15.79,7.86,70.37,chickpea
4,43,29,27.39,22.02,7.23,50.01,chickpea
13,44,30,25.25,16.91,7.07,46.84,chickpea
2,45,28,24.69,16.94,7.75,68.99,chickpea
3,43,30,25.39,14.67,7.95,98.36,chickpea
13,50,36,24.84,19.09,7.37,49.7,chickpea
7,48,35,24.93,21.89,6.9,90.41,chickpea
10,47,30,23.44,16.11,7.31,64.0,chickpea
9,51,37,26.63,14.69,7.23,52.2,chickpea
3,48,29,22.77,22.4,7.54,50.46,chickpea
7,51,28,22.52,15.72,6.86,63.94,chickpea
10,50,36,24.72,20.5,7.13,75.11,chickpea
9,44,36,22.69,19.63,7.49,75.29,chickpea
6,42,29,23.94,17.97,7.1,85.79,chickpea
6,48,32,27.41,23.11,7.85,45.59,chickpea
8,48,39,26.82,14.69,7.4,54.82,chickpea
13,42,37,26.22,23.05,7.3,53.39,chickpea
8,43,37,23.97,17.46,7.41,62.59,chickpea
4,43,31,23.59,20.92,6.98,48.35,chickpea
5,47,31,27.87,21.12,6.99,87.58,chickpea
5,50,31,27.98,19.0,7.85,70.76,chickpea
7,49,37,27.41,22.53,7.94,90.42,chickpea
3,48,28,27.97,21.74,7.73,80.44,chickpea
12,48,30,27.17,14.36,7.13,74.08,chickpea
6,51,33,23.03,14.45,7.91,99.68,chickpea
9,45,39,27.68,17.17,7.24,80.22,chickpea
13,44,30,24.26,14.48,7.99,88.53,chickpea
7,49,38,26.21,21.28,7.56,97.93,chickpea
10,51,30,23.74,14.27,7.6,86.33,chickpea
11,45,38,26.16,14.95,6.96,45.58,chickpea
11,47,38,27.85,16.19,7.65,92.59,chickpea
5,42,37,25.83,16.8,7.58,90.1,chickpea
6,49,32,27.03,15.48,7.86,95.24,chickpea
7,48,38,27.77,23.92,7.03,86.67,chickpea
13,47,33,23.02,14.74,7.04,55.18,chickpea
7,43,37,23.81,19.47,6.81,46.37,chickpea
5,44,31,24.36,23.3,7.78,72.5,chickpea
10,50,38,25.0,18.94,7.38,60.18,chickpea
4,44,33,26.1,16.66,7.9,88.6,chickpea
5,44,37,27.97,23.1,6.97,75.39,chickpea
3,48,34,23.84,19.57,7.47,86.09,chickpea
13,45,32,24.21,19.51,7.32,93.4,chickpea
9,51,36,25.47,23.54,7.96,96.49,chickpea
2,50,36,26.9,14.93,7.31,57.09,chickpea
11,48,32,23.28,15.08,7.02,91.81,chickpea
10,50,31,26.58,17.87,7.14,62.72,chickpea
12,50,32,25.98,17.34,7.64,45.62,chickpea
9,46,35,23.68,21.34,6.9,94.67,chickpea
10,47,29,26.52,18.6,7.07,83.86,chickpea
12,50,37,26.61,17.09,7.55,49.11,chickpea
8,48,29,23.92,16.77,7.56,57.26,chickpea
13,45,38,24.11,20.19,6.9,73.17,chickpea
5,47,32,22.07,15.41,7.68,63.11,chickpea
10,49,35,25.37,18.39,7.25,49.69,chickpea
6,45,28,27.4,19.22,6.94,77.75,chickpea
12,46,35,22.7,17.71,7.13,86.53,chickpea
2,45,34,27.86,23.37,7.96,47.41,chickpea
9,50,29,26.91,21.28,6.97,59.02,chickpea
2,49,37,23.42,15.31,7.81,59.8,chickpea
9,51,31,23.93,15.64,7.75,65.38,chickpea
2,46,38,23.79,20.16,7.69,52.68,chickpea
9,50,36,27.6,22.4,7.64,46.9,chickpea
4,42,28,22.84,18.14,7.08,92.41,chickpea
6,48,37,24.88,21.38,7.97,96.7,chickpea
5,48,38,25.05,23.47,7.35,97.95,chickpea
6,48,38,23.93,17.64,7.71,76.66,chickpea
6,43,35,22.98,19.69,7.98,74.31,chickpea
11,51,35,25.73,14.41,7.14,99.38,chickpea
5,49,39,25.48,14.81,7.8,77.19,chickpea
4,47,32,27.39,14.5,7.26,74.96,chickpea
10,42,31,27.17,17.98,6.97,60.32,chickpea
3,43,33,23.37,22.82,7.14,66.19,chickpea
10,44,36,26.15,19.6,7.79,61.97,chickpea
6,46,28,27.66,17.02,7.76,57.53,chickpea
10,49,31,27.94,21.42,7.25,84.68,chickpea
3,42,37,27.97,15.29,7.41,80.45,chickpea
3,43,29,22.31,14.88,7.95,73.04,chickpea
13,51,36,23.75,20.55,6.8,80.34,chickpea
5,48,39,22.19,15.05,7.45,62.88,chickpea
3,42,29,26.66,15.36,6.85,84.4,chickpea
13,43,34,26.6,19.81,7.87,96.1,chickpea
5,43,29,27.19,23.04,7.73,88.6,chickpea
2,47,39,27.88,22.33,6.98,95.65,chickpea
2,42,36,24.19,22.92,7.95,51.17,chickpea
9,47,35,27.27,16.12,7.7,72.1,chickpea
13,44,31,25.03,19.91,7.34,53.52,chickpea
10,48,34,22.42,18.05,7.73,85.22,chickpea
6,48,32,24.36,20.27,7.02,68.67,chickpea
10,49,34,22.81,23.65,7.4,80.28,chickpea
11,45,36,22.9,17.7,7.57,72.85,chickpea
5,45,38,27.62,18.26,7.21,88.09,chickpea
5,47,31,23.04,14.3,7.22,59.61,chickpea
3,51,30,23.2,22.76,7.01,81.82,chickpea
11,46,35,26.8,14.32,7.03,69.77,chickpea
13,45,31,23.01,23.45,7.89,50.14,chickpea
13,43,30,27.96,23.58,7.69,74.07,chickpea
9,42,36,25.66,14.15,7.11,53.24,chickpea
13,50,33,26.07,16.45,7.58,67.88,chickpea
4,48,34,22.79,19.38,7.62,53.05,chickpea
13,50,28,26.18,14.95,6.98,51.05,chickpea
10,43,33,25.63,19.13,7.24,76.33,chickpea
6,48,28,22.53,23.24,7.85,75.32,chickpea
2,43,29,22.33,23.73,7.96,56.66,chickpea
2,44,32,26.81,15.23,7.4,89.28,chickpea
3,42,34,26.83,20.26,7.54,88.81,chickpea
8,43,28,22.12,18.59,6.96,82.21,chickpea
3,50,35,27.59,19.84,6.87,68.66,chickpea
2,47,30,25.81,22.3,6.91,65.57,chickpea
4,47,37,27.9,14.9,7.58,51.47,chickpea
12,49,29,23.63,23.95,7.53,57.68,chickpea
2,45,37,23.14,23.84,7.83,51.27,chickpea
9,45,35,24.1,17.61,7.16,77.69,chickpea
2,51,34,27.69,19.54,7.89,72.16,chickpea
4,43,36,23.1,16.23,7.88,59.63,chickpea
9,48,33,25.44,23.6,6.86,59.7,chickpea
10,48,39,23.67,20.73,7.54,89.18,chickpea
7,49,36,24.85,22.84,7.71,92.03,chickpea
5,45,30,22.5,20.36,7.94,72.14,chickpea
12,51,29,26.96,22.55,7.72,70.18,chickpea
8,48,37,26.36,19.4,7.34,97.36,chickpea
11,45,28,25.76,14.79,7.01,56.49,chickpea
12,47,36,23.38,18.21,7.18,78.97,chickpea
7,47,30,22.88,16.15,7.19,45.3,chickpea
2,45,32,22.94,23.03,7.75,92.69,chickpea
12,51,32,26.24,20.62,6.9,46.93,chickpea
10,47,39,22.25,18.84,7.74,71.53,chickpea
3,47,29,26.4,19.79,7.47,72.77,chickpea
2,47,34,22.29,23.17,7.06,75.09,chickpea
9,43,36,23.33,22.93,7.08,46.2,chickpea
6,43,33,25.38,18.01,6.89,54.27,chickpea
8,42,29,26.35,14.6,7.36,58.7,chickpea
5,44,37,25.63,20.07,7.57,51.22,chickpea
3,42,37,24.66,21.31,7.56,85.13,chickpea
8,50,31,27.14,14.02,7.39,76.63,chickpea
2,48,31,23.02,17.3,7.63,81.32,chickpea
2,46,30,26.0,23.84,7.75,91.94,chickpea
8,47,34,22.2,17.23,6.86,61.35,chickpea
12,44,29,27.39,20.26,7.32,46.53,chickpea
6,43,36,22.34,17.13,7.93,55.86,chickpea
11,51,36,23.01,16.46,7.24,56.57,chickpea
11,45,34,25.64,15.25,7.46,66.11,chickpea
11,43,34,23.61,19.16,7.83,66.92,chickpea
8,44,32,25.93,19.33,7.11,69.21,chickpea
4,48,34,25.41,20.49,6.9,68.43,chickpea
13,51,39,22.85,15.81,6.96,73.34,chickpea
2,50,38,22.12,15.2,7.44,90.31,chickpea
13,43,37,27.37,15.12,7.13,95.94,chickpea
13,44,28,27.68,21.78,6.87,64.53,chickpea
10,50,31,26.94,22.66,6.98,69.36,chickpea
10,46,35,27.53,15.25,7.41,60.09,chickpea
13,42,39,22.85,19.32,6.95,54.3,chickpea
2,48,31,22.23,19.08,7.89,51.95,chickpea
13,46,36,24.84,16.96,7.29,84.73,chickpea
10,51,30,24.14,22.25,6.9,54.53,chickpea
7,42,38,26.13,14.14,7.2,50.56,chickpea
13,49,36,24.81,23.14,6.98,48.78,chickpea
3,49,37,25.53,23.3,7.13,90.55,chickpea
3,50,32,25.29,20.26,7.81,55.26,chickpea
7,48,38,26.37,22.51,7.97,72.42,chickpea
7,44,35,26.79,16.75,7.61,93.58,chickpea
12,50,28,23.91,21.58,7.03,67.98,chickpea
10,46,39,26.85,15.05,7.66,67.45,chickpea
5,43,38,22.87,21.36,7.02,53.36,chickpea
8,46,30,23.78,18.98,7.84,80.49,chickpea
7,47,39,27.08,23.73,7.31,99.43,chickpea
7,49,36,22.14,23.63,7.91,63.17,chickpea
10,45,39,24.24,20.15,6.94,59.35,chickpea
3,51,30,22.83,19.47,6.87,69.07,chickpea
8,51,39,23.49,17.26,7.08,60.25,chickpea
4,43,38,22.94,19.57,7.91,72.14,chickpea
9,51,30,23.97,23.2,7.56,99.28,chickpea
2,47,36,23.46,21.77,7.14,64.62,chickpea
6,47,35,23.81,16.39,7.68,47.4,chickpea
12,43,31,22.08,16.82,6.89,69.96,chickpea
2,43,28,26.56,22.18,7.5,76.15,chickpea
10,42,31,27.58,17.85,7.91,68.72,chickpea
2,50,34,27.2,16.28,7.14,83.64,chickpea
6,50,38,25.42,16.5,7.24,52.59,chickpea
13,45,33,22.88,19.38,7.2,84.46,chickpea
5,44,31,25.58,19.1,7.99,77.19,chickpea
10,44,36,27.55,22.72,7.14,67.52,chickpea
2,50,38,26.89,17.62,7.0,83.49,chickpea
6,43,39,22.82,17.0,6.93,93.4,chickpea
2,43,32,26.26,23.55,7.97,99.22,chickpea
9,42,37,24.7,23.9,6.82,68.78,chickpea
4,44,34,22.64,20.55,7.84,88.27,chickpea
3,43,36,27.27,14.86,7.18,74.38,chickpea
6,51,34,23.39,20.89,7.88,45.1,chickpea
13,48,34,23.92,22.51,7.08,71.14,chickpea
2,46,37,25.51,15.5,7.41,89.81,chickpea
10,45,29,24.81,22.67,7.45,70.93,chickpea
13,43,31,24.63,19.96,7.4,84.03,chickpea
11,46,32,24.02,15.31,7.93,49.97,chickpea
11,50,38,24.49,16.67,7.53,83.38,chickpea
8,51,38,24.27,23.2,7.73,83.11,chickpea
5,51,37,27.7,14.42,7.64,92.67,chickpea
6,49,39,26.88,16.71,7.53,60.15,chickpea
9,49,37,26.26,15.13,6.81,45.37,chickpea
9,47,33,25.87,17.76,7.62,64.31,chickpea
9,45,29,24.96,19.92,7.84,90.38,chickpea
6,51,32,27.75,22.58,7.53,48.92,chickpea
8,49,36,23.14,16.68,7.69,83.83,chickpea
11,43,37,23.98,16.8,7.98,47.51,chickpea
6,44,35,24.97,18.95,6.87,97.16,chickpea
8,46,36,24.49,14.3,7.34,86.85,chickpea
9,50,32,27.01,22.97,7.37,75.83,chickpea
12,45,36,22.63,22.8,7.55,54.15,chickpea
13,42,34,25.33,20.7,7.68,86.51,chickpea
7,49,38,22.23,17.11,7.77,47.55,chickpea
8,42,39,25.44,20.45,7.6,71.51,chickpea
4,42,29,26.18,17.63,7.44,77.3,chickpea
12,50,29,22.06,14.46,7.96,87.84,chickpea
9,48,36,24.34,19.98,7.69,89.77,chickpea
7,44,37,24.07,21.15,7.02,56.63,chickpea
12,42,39,26.2,16.5,7.73,69.39,chickpea
9,46,36,23.31,23.3,7.84,52.14,chickpea
10,45,38,22.47,22.01,7.55,96.8,chickpea
8,50,34,26.27,19.6,6.97,59.67,chickpea
11,49,37,27.54,19.9,6.9,55.09,chickpea
12,46,31,23.22,14.34,7.04,63.67,chickpea
10,44,28,25.95,23.28,7.03,72.85,chickpea
13,44,36,27.18,18.2,7.16,92.34,chickpea
2,45,33,26.76,19.8,7.28,57.37,chickpea
10,48,38,22.28,19.96,7.38,47.8,chickpea
3,42,34,27.28,20.59,7.41,74.21,chickpea
3,48,36,23.86,14.31,7.3,63.56,chickpea
12,51,28,22.48,15.25,6.95,73.01,chickpea
3,51,39,22.72,15.45,7.25,48.86,chickpea
3,50,37,25.27,22.32,6.83,87.02,chickpea
9,48,39,27.55,19.22,7.63,71.06,chickpea
9,42,30,24.48,14.29,7.35,69.69,chickpea
6,44,39,22.36,15.75,7.27,64.16,chickpea
11,43,28,23.63,19.1,7.14,80.24,chickpea
2,49,28,25.16,15.49,7.06,72.6,chickpea
11,43,33,22.75,15.04,7.41,79.76,chickpea
9,47,36,27.34,21.03,7.18,58.25,chickpea
13,48,33,27.63,20.85,7.11,83.9,chickpea
6,50,34,25.29,14.53,7.14,48.9,chickpea
13,47,37,23.98,23.65,7.82,77.26,chickpea
9,44,28,27.28,16.56,7.57,60.15,chickpea
13,48,38,27.78,19.58,7.72,93.65,chickpea
2,46,34,24.93,21.67,7.13,92.97,chickpea
2,42,29,26.24,19.84,7.18,78.54,chickpea
11,47,38,22.65,15.35,7.15,66.62,chickpea
9,51,34,24.7,19.39,7.44,79.33,chickpea
7,49,33,22.13,19.62,7.09,54.16,chickpea
13,43,29,25.81,23.67,6.97,92.38,chickpea
6,43,31,26.95,17.05,6.95,84.05,chickpea
13,47,29,27.18,17.31,8.0,69.15,chickpea
9,47,28,23.84,19.94,7.35,72.37,chickpea
3,44,28,24.88,23.02,7.8,76.8,chickpea
13,46,37,24.71,22.34,7.44,59.53,chickpea
5,46,36,27.94,18.07,7.36,97.56,chickpea
10,43,31,26.22,20.74,7.66,96.84,chickpea
9,49,30,26.39,19.85,7.7,87.86,chickpea
8,50,28,24.11,23.15,7.31,51.33,chickpea
11,48,30,25.2,17.26,7.42,81.54,chickpea
11,42,35,27.31,22.48,7.52,87.67,chickpea
5,48,35,27.87,17.6,7.86,72.07,chickpea
3,46,32,22.35,18.16,7.62,86.23,chickpea
7,43,39,24.86,19.8,6.91,59.82,chickpea
3,48,34,27.84,22.25,7.87,50.14,chickpea
10,46,31,24.33,22.95,7.98,47.19,chickpea
3,44,38,24.97,15.71,7.27,52.57,chickpea
3,46,28,23.77,16.33,7.72,89.32,chickpea
10,50,36,22.84,22.28,7.88,65.4,chickpea
10,47,28,26.3,18.59,7.55,83.17,chickpea
6,47,35,24.86,17.46,7.71,74.47,chickpea
7,44,33,25.28,23.69,7.19,65.32,chickpea
3,47,34,25.92,16.3,7.79,60.42,chickpea
4,45,30,27.28,21.41,7.0,61.12,chickpea
12,42,36,22.35,21.21,7.22,84.42,chickpea
10,49,31,23.03,23.5,7.1,60.18,chickpea
4,45,32,27.46,19.08,7.68,78.16,chickpea
4,45,35,24.47,21.17,7.23,86.53,chickpea
